"id","encryptionTime","decryptionTime","dataSize","keySize"
1,0.0805000000000291,0.039299999999968804,280,256
2,0.023900000000054433,0.023100000000027876,280,256
3,0.06940000000000168,0.028600000000011505,280,256
4,0.02590000000000714,0.021399999999999864,280,256
5,0.01969999999997185,0.02030000000002019,278,256
6,0.02240000000000464,0.019200000000012096,278,256
7,0.015900000000016234,0.015599999999977854,278,256
8,0.020000000000010232,0.019199999999983675,280,256
9,0.019499999999993634,0.018999999999977035,278,256
10,0.025000000000005684,0.026799999999980173,280,256
11,0.022199999999998,0.021000000000015007,280,256
12,0.014699999999976399,0.013900000000006685,280,256
13,0.0186000000000206,0.01650000000000773,278,256
14,0.01609999999996603,0.019299999999986994,278,256
15,0.017099999999999227,0.015500000000031378,280,256
16,0.015299999999996317,0.015399999999999636,278,256
17,0.01659999999998263,0.016300000000029513,280,256
18,0.017599999999958982,0.06260000000003174,278,256
19,0.018000000000000682,0.015299999999967895,280,256
20,0.01700000000002433,0.017099999999970805,280,256
21,0.01669999999998595,0.015700000000038017,280,256
22,0.0141999999999598,0.014000000000010004,278,256
23,0.024900000000002365,0.02040000000002351,280,256
24,0.01999999999998181,0.01629999999997267,278,256
25,0.01439999999996644,0.013900000000006685,280,256
26,0.012300000000010414,0.014299999999991542,280,256
27,0.013999999999981583,0.01599999999996271,280,256
28,1.9654999999999632,0.021199999999993224,278,256
29,0.016199999999997772,0.015199999999992997,280,256
30,0.013800000000003365,0.011799999999965394,278,256
31,0.013100000000036971,0.011699999999990496,278,256
32,0.022199999999969577,0.01290000000000191,278,256
33,0.012799999999970169,0.26249999999998863,280,256
34,0.01579999999995607,0.013900000000006685,278,256
35,0.011700000000018917,0.012500000000017053,280,256
36,0.013099999999980128,0.012399999999985312,280,256
37,0.011799999999965394,0.03159999999999741,280,256
38,0.013199999999983447,0.01279999999999859,278,256
39,0.013700000000028467,0.013499999999993406,280,256
40,0.014199999999988222,0.01290000000000191,280,256
41,0.012599999999991951,0.013499999999993406,280,256
42,0.013300000000015189,0.012899999999973488,280,256
43,0.014100000000013324,0.013199999999983447,280,256
44,0.01300000000000523,0.013399999999990087,280,256
45,0.02729999999999677,0.02230000000000132,280,256
46,0.016199999999997772,0.024099999999975807,280,256
47,0.01490000000001146,0.014899999999983038,280,256
48,0.013499999999993406,0.010500000000035925,280,256
49,0.010400000000004184,0.011000000000024102,276,256
50,0.01449999999996976,0.010400000000004184,278,256
51,0.012000000000028876,0.010600000000010823,280,256
52,0.011599999999987176,0.013099999999980128,252,256
53,0.013399999999990087,0.010199999999997544,280,256
54,0.011400000000008959,0.010500000000007503,278,256
55,0.013599999999996726,0.01249999999996021,280,256
56,0.014999999999957936,0.024799999999970623,280,256
57,0.016000000000019554,0.012599999999991951,280,256
58,0.013199999999955025,0.010400000000004184,280,256
59,0.011500000000012278,0.009800000000012687,280,256
60,0.012100000000003774,0.012899999999973488,278,256
61,0.012499999999988631,0.01099999999999568,280,256
62,0.011700000000018917,0.010699999999985721,280,256
63,0.012099999999975353,0.01310000000000855,278,256
64,0.015900000000016234,0.010800000000017462,246,256
65,0.013699999999971624,0.010800000000017462,278,256
66,0.01630000000000109,0.014899999999983038,278,256
67,0.012399999999985312,0.010800000000017462,280,256
68,0.01849999999998886,0.010699999999985721,278,256
69,0.023099999999999454,0.013299999999986767,276,256
70,0.011099999999999,0.00950000000003115,280,256
71,0.010800000000017462,0.009600000000006048,280,256
72,0.01120000000000232,0.009700000000009368,278,256
73,0.010199999999997544,0.009700000000009368,278,256
74,0.010900000000020782,0.009700000000009368,252,256
75,0.01089999999999236,0.029899999999997817,278,256
76,0.010300000000000864,0.009999999999990905,280,256
77,0.010600000000010823,0.009699999999980946,280,256
78,0.010800000000017462,0.010100000000022646,280,256
79,0.011399999999980537,0.010099999999994225,280,256
80,0.010600000000010823,0.009899999999987585,278,256
81,0.010200000000025966,0.010400000000032605,252,256
82,0.010700000000014143,0.06749999999999545,278,256
83,0.01079999999998904,0.009500000000002728,252,256
84,0.013900000000006685,0.00960000000003447,278,256
85,0.009799999999984266,0.009699999999980946,280,256
86,0.026399999999995316,0.011599999999987176,278,256
87,0.009600000000006048,0.009900000000016007,280,256
88,0.008600000000001273,0.008799999999979491,250,256
89,0.008600000000001273,0.009100000000017872,252,256
90,0.009100000000017872,0.00909999999998945,278,256
91,0.009099999999961028,0.00919999999999277,280,256
92,0.008700000000004593,0.008399999999994634,280,256
93,0.008900000000011232,0.008700000000033015,280,256
94,0.008600000000001273,0.027200000000021873,280,256
95,0.008600000000001273,0.008599999999972852,278,256
96,0.008800000000007913,0.008600000000029695,278,256
97,0.008700000000004593,0.008500000000026375,248,256
98,0.00960000000003447,0.008800000000007913,280,256
99,0.008900000000011232,0.008199999999987995,280,256
100,0.008099999999984675,0.010700000000014143,280,256
