id,encryptionTime,decryptionTime,dataSize,keySize
1,0.19619998056441545,0.03259989898651838,96,256
2,0.05839986260980368,0.014599994756281376,96,256
3,0.08220004383474588,0.016200006939470768,96,256
4,0.05350005812942982,0.02729985862970352,96,256
5,0.0727000879123807,0.015799887478351593,96,256
6,0.1748999347910285,0.01189985778182745,96,256
7,0.038899946957826614,0.0097999582067132,96,256
8,0.034100026823580265,0.009100069291889668,96,256
9,0.03540015313774347,0.009199953638017178,96,256
10,0.03570003900676966,0.009199953638017178,96,256
11,0.034800032153725624,0.00909995287656784,96,256
12,0.03559992182999849,0.009299954399466515,96,256
13,0.03560003824532032,0.009500072337687016,96,256
14,0.033199903555214405,0.0097999582067132,96,256
15,0.034499913454055786,0.009400071576237679,96,256
16,0.03630004357546568,0.009200070053339005,96,256
17,0.03450002986937761,0.009899958968162537,96,256
18,0.033199903555214405,0.008500064723193645,96,256
19,0.036199926398694515,0.009399955160915852,96,256
20,0.03430002834647894,0.00970007386058569,96,256
21,0.03490003291517496,0.009299954399466515,96,256
22,0.033899908885359764,0.009399955160915852,96,256
23,0.03320001997053623,0.010400079190731049,96,256
24,0.03330002073198557,0.00900006853044033,96,256
25,0.03360013943165541,0.009400071576237679,96,256
26,0.04199997056275606,0.009699957445263863,96,256
27,0.04179996903985739,0.00970007386058569,96,256
28,0.03570003900676966,0.009200070053339005,96,256
29,0.035199918784201145,0.009500072337687016,96,256
30,0.03360002301633358,0.009599956683814526,96,256
31,0.033800024539232254,0.009400071576237679,96,256
32,0.03379990812391043,0.009400071576237679,96,256
33,0.033100019209086895,0.009400071576237679,96,256
34,0.03729993477463722,0.008899951353669167,96,256
35,0.0339999096468091,0.009499955922365189,96,256
36,0.034100026823580265,0.008600065484642982,96,256
37,0.03470003139227629,0.009599956683814526,96,256
38,0.0342000275850296,0.00909995287656784,96,256
39,0.03429991193115711,0.009199953638017178,96,256
40,0.033800024539232254,0.00900006853044033,96,256
41,0.03639992792159319,0.00909995287656784,96,256
42,0.03450002986937761,0.00879995059221983,96,256
43,0.034899916499853134,0.009299954399466515,96,256
44,0.03560003824532032,0.009900075383484364,96,256
45,0.03559992182999849,0.009399955160915852,96,256
46,0.03569992259144783,0.009300070814788342,96,256
47,0.034899916499853134,0.009699957445263863,96,256
48,0.036800047382712364,0.009400071576237679,96,256
49,0.03520003519952297,0.009200070053339005,96,256
50,0.03370002377778292,0.009200070053339005,96,256
51,0.03430002834647894,0.009600073099136353,96,256
52,0.03569992259144783,0.009999959729611874,96,256
53,0.036400044336915016,0.009399955160915852,96,256
54,0.03579992335289717,0.010599964298307896,96,256
55,0.03930006641894579,0.009300070814788342,96,256
56,0.034899916499853134,0.00909995287656784,96,256
57,0.03439991269260645,0.009299954399466515,96,256
58,0.03530003596097231,0.009300070814788342,96,256
59,0.03490003291517496,0.008999952115118504,96,256
60,0.03579992335289717,0.009499955922365189,96,256
61,0.03539992030709982,0.010400079190731049,96,256
62,0.036199926398694515,0.009099836461246014,96,256
63,0.03559992182999849,0.00909995287656784,96,256
64,0.03739993553608656,0.008999952115118504,96,256
65,0.035800039768218994,0.010800082236528397,96,256
66,0.03569992259144783,0.00909995287656784,96,256
67,0.034899916499853134,0.009299954399466515,96,256
68,0.03860006108880043,0.009999959729611874,96,256
69,0.035199918784201145,0.009199953638017178,96,256
70,0.03529991954565048,0.009899958968162537,96,256
71,0.03750005271285772,0.013999990187585354,96,256
72,0.0385999446734786,0.009500072337687016,96,256
73,0.03509991802275181,0.009899958968162537,96,256
74,0.035800039768218994,0.009399838745594025,96,256
75,0.09190000128000975,0.009999959729611874,100,256
76,0.035800039768218994,0.010500079952180386,96,256
77,0.03670004662126303,0.009199953638017178,96,256
78,0.03370002377778292,0.00900006853044033,96,256
79,0.03390002530068159,0.009100069291889668,96,256
80,0.03450002986937761,0.009200070053339005,96,256
81,0.03499991726130247,0.009299954399466515,96,256
82,0.039899954572319984,0.009299954399466515,96,256
83,0.035899924114346504,0.009599956683814526,96,256
84,0.03240013029426336,0.009499955922365189,96,256
85,0.07900013588368893,0.018400023691356182,96,256
86,0.06440014112740755,0.017500133253633976,96,256
87,0.061700004152953625,0.016799895092844963,96,256
88,0.05779997445642948,0.015400000847876072,96,256
89,0.05779997445642948,0.01400010660290718,96,256
90,0.058600096963346004,0.014699995517730713,96,256
91,0.0540000619366765,0.013399752788245678,96,256
92,0.05339994095265865,0.0344001455232501,96,256
93,0.080699915997684,0.017399783246219158,96,256
94,0.060599762946367264,0.016299891285598278,96,256
95,0.05429983139038086,0.015100114978849888,96,256
96,0.05359994247555733,0.01470011193305254,96,256
97,0.05129980854690075,0.014299992471933365,96,256
98,0.05059991963207722,0.014299876056611538,96,256
99,0.050900038331747055,0.013100099749863148,96,256
100,0.04950002767145634,0.014699995517730713,96,256
